CountrySubdivision,CountrySubdivisionCode,Municipality,Latitude,Longitude,Country,CountryCode,CountryCode3
,,Kampong Seraya,1.283333,103.733333,SINGAPORE,SG,SGP
,,Kampong Serangoon Kechil,1.39,103.907222,SINGAPORE,SG,SGP
,,Tanjong Pagar,1.283333,103.833333,SINGAPORE,SG,SGP
,,Seminoi,1.406944,104.039444,SINGAPORE,SG,SGP
,,Kampong Seminei,1.406944,104.039444,SINGAPORE,SG,SGP
,,Kampong Sanyongkong,1.398333,104.057778,SINGAPORE,SG,SGP
,,Kampong Saigon,1.216667,103.766667,SINGAPORE,SG,SGP
,,Kampong Reteh,1.333333,103.9,SINGAPORE,SG,SGP
,,Kampong Radin Mas,1.273889,103.824167,SINGAPORE,SG,SGP
,,Radin Mas,1.273889,103.824167,SINGAPORE,SG,SGP
,,Hume Heights,1.355,103.765,SINGAPORE,SG,SGP
,,Huat Choe,1.34,103.693611,SINGAPORE,SG,SGP
,,Huat Choe Village,1.34,103.693611,SINGAPORE,SG,SGP
,,Hong Kong Park,1.339722,103.785556,SINGAPORE,SG,SGP
,,Hong Kah Village,1.359444,103.722778,SINGAPORE,SG,SGP
,,Hong Kah,1.359444,103.722778,SINGAPORE,SG,SGP
,,Holland Village,1.311944,103.793333,SINGAPORE,SG,SGP
,,Holland,1.311944,103.793333,SINGAPORE,SG,SGP
,,Sembawang Hills Estate,1.372778,103.830278,SINGAPORE,SG,SGP
,,Kampong Chantek Baharu,1.35,103.788333,SINGAPORE,SG,SGP
,,Kampong Chai Chee,1.333333,103.933333,SINGAPORE,SG,SGP
,,Kampong Bugis,1.216667,103.766667,SINGAPORE,SG,SGP
,,Kampong Blukang,1.35,103.65,SINGAPORE,SG,SGP
,,Kampong Bereh,1.374167,103.684444,SINGAPORE,SG,SGP
,,Kampong Batak,1.343889,103.921667,SINGAPORE,SG,SGP
,,Kampong Baharu,1.418611,103.970278,SINGAPORE,SG,SGP
,,Kampong Bahru,1.418611,103.970278,SINGAPORE,SG,SGP
,,Kampong Baharu,1.266667,103.733333,SINGAPORE,SG,SGP
,,Kampong Ayer Samak,1.420556,104.079444,SINGAPORE,SG,SGP
,,Braddell Heights Estate,1.345278,103.865278,SINGAPORE,SG,SGP
,,Tiong Bahru Estate,1.283333,103.832778,SINGAPORE,SG,SGP
,,Tiong Baharu,1.283333,103.832778,SINGAPORE,SG,SGP
